"external_id","source_id","subject","subject_slug","chapter_num","chapter_slug","chapter_title","node_kind","statement","option_a","option_b","option_c","option_d","correct_option","explanation","difficulty","flag_for_review","source","tests"
"english-ch1-q15","en-ch1-q15","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Welter':","Tumble","Calm","Order","Peace","a","Welter means a confused mixture or disorder. Tumble means a confused or disorderly state.","medium","","oetp","net:past_paper"
"english-ch1-q16","en-ch1-q16","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Nadir':","Bottom","Pinnacle","Apex","Root","a","Nadir means the lowest point. Bottom is the correct synonym.","easy","","oetp","net:past_paper"
"english-ch1-q17","en-ch1-q17","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Ameliorate':","Worsen","Ignore","Impair","Improve","d","Ameliorate means to make something bad or unsatisfactory better. Improve is its synonym.","medium","","oetp","net:past_paper"
"english-ch1-q18","en-ch1-q18","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Amass':","Allot","Gather","Dispense","Deliver","b","Amass means to gather together or accumulate. Gather is the correct synonym.","easy","","oetp","net:past_paper"
"english-ch1-q19","en-ch1-q19","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Soggy':","Parched","Dull","Sodden","Desiccated","c","Soggy means thoroughly wet and soft. Sodden means saturated with liquid.","easy","","oetp","net:past_paper"
"english-ch1-q20","en-ch1-q20","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Eavesdrop':","Pry","Ignore","Ditch","Ear clip","a","Eavesdrop means to secretly listen to a conversation. Pry means to be curious about others' business.","medium","","oetp","net:past_paper"
"english-ch1-q21","en-ch1-q21","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word most OPPOSITE in meaning to 'Tireless':","Diligent","Vigorous","Weary","Assiduous","c","Tireless means having or showing great effort and energy. Its opposite is weary (exhausted).","easy","","oetp","net:past_paper"
"english-ch1-q22","en-ch1-q22","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Robust':","Wealthy","Stout","Limp","Shaky","b","Robust means strong and healthy. Stout means strongly built.","easy","","oetp","net:past_paper"
"english-ch1-q23","en-ch1-q23","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Acrimonious':","Congruent","Pleasant","Agreeable","Hostile","d","Acrimonious means showing or feeling anger or resentment. Hostile means unfriendly and aggressive.","medium","","oetp","net:past_paper"
"english-ch1-q24","en-ch1-q24","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Cacophonous':","Melodious","Tuneful","Musical","Jarring","d","Cacophonous means making an unpleasant sound. Jarring means incongruous and harsh.","medium","","oetp","net:past_paper"
"english-ch1-q25","en-ch1-q25","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Headstrong':","Passionate","Docile","Obstinate","Polite","c","Headstrong means ungovernable. Obstinate means stubbornly refusing to change.","medium","","oetp","net:past_paper"
"english-ch1-q26","en-ch1-q26","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Knucklehead':","Intolerable","Inept person","Musical","Talented","b","Knucklehead is an informal term for a stupid or foolish person — an inept person.","medium","","oetp","net:past_paper"
"english-ch1-q27","en-ch1-q27","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Axiom':","Paradox","Absurdity","Foolish","Truism","d","An axiom is a statement that is taken to be true. A truism is a statement that is obviously true.","easy","","oetp","net:past_paper"
"english-ch1-q28","en-ch1-q28","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Industrious':","Indolent","Active","Slothful","Idle","b","Industrious means diligent and hard-working. Active is its closest synonym here.","easy","","oetp","net:past_paper"
"english-ch1-q29","en-ch1-q29","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Extravagant':","Profuse","Reserve","Calm","Discreet","a","Extravagant means excessive. Profuse means abundant to excess.","easy","","oetp","net:past_paper"
"english-ch1-q30","en-ch1-q30","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word most OPPOSITE in meaning to 'Outset':","Origin","Rise","Source","Conclusion","d","Outset means the beginning. Its opposite is conclusion (the end).","easy","","oetp","net:past_paper"
"english-ch1-q31","en-ch1-q31","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Intrepid':","Craven","Valiant","Spineless","Gutless","b","Intrepid means fearlessly adventurous. Valiant means possessing or showing courage.","easy","","oetp","net:past_paper"
"english-ch1-q32","en-ch1-q32","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Destitute':","Needy","Institute","Indebt","Solvent","a","Destitute means extremely poor and lacking resources. Needy means lacking necessities.","medium","","oetp","net:past_paper"
"english-ch1-q33","en-ch1-q33","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Beholden':","Debuted","Ungrateful","Bound","Bonding","c","Beholden means owing thanks or being indebted. Bound can mean obligated.","medium","","oetp","net:past_paper"
"english-ch1-q34","en-ch1-q34","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Fad':","Calm","Standard","Tradition","Vogue","d","A fad is a fashion followed enthusiastically for a short time. Vogue means the prevailing fashion.","medium","","oetp","net:past_paper"
"english-ch1-q35","en-ch1-q35","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word most OPPOSITE in meaning to 'Indistinguishable':","Identical","Indispensable","Interchangeable","Diverse","d","Indistinguishable means impossible to tell apart. Its opposite is diverse (markedly different).","medium","","oetp","net:past_paper"
"english-ch1-q36","en-ch1-q36","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Rapport':","Misunderstand","Disharmony","Agony","Affinity","d","Rapport means a close and harmonious relationship. Affinity means a natural liking or attraction.","medium","","oetp","net:past_paper"
"english-ch1-q37","en-ch1-q37","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Effrontery':","Meekness","Chutzpah","Caution","Mess","b","Effrontery means insolent or impertinent behaviour. Chutzpah means audacious impudence.","medium","","oetp","net:past_paper"
"english-ch1-q38","en-ch1-q38","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Venial':","Major","Juvenile","Innocent","Justifiable","d","Venial means (of a sin) slight and pardonable. Justifiable means able to be defended.","hard","","oetp","net:past_paper"
"english-ch1-q39","en-ch1-q39","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Knotty':","Simple","Throw","Tricky","Regular","c","Knotty means full of difficulties. Tricky means requiring care and skill.","medium","","oetp","net:past_paper"
"english-ch1-q40","en-ch1-q40","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word most OPPOSITE in meaning to 'Abandon':","Difficult","Forsake","Hold","Dispose","c","Abandon means to give up completely. Its opposite is hold (to keep possession of).","easy","","oetp","net:past_paper"
"english-ch1-q41","en-ch1-q41","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Hierarchical':","Bureaucracy","Stratified","Origin","Grain","b","Hierarchical means arranged in order of rank. Stratified means arranged in layers or strata.","hard","","oetp","net:past_paper"
"english-ch1-q42","en-ch1-q42","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Pursue':","Aid","Quit","Hunt","Shun","c","Pursue means to follow. Hunt means to search or follow — closest in meaning here.","medium","","oetp","net:past_paper"
"english-ch1-q43","en-ch1-q43","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word most OPPOSITE in meaning to 'Fortunate':","Provident","Adverse","Happy","Chance","b","Fortunate means having good luck. Its opposite is adverse (unfavourable, harmful).","medium","","oetp","net:past_paper"
"english-ch1-q44","en-ch1-q44","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Trepidation':","Anxiety","Composure","Poise","Equal","a","Trepidation means a feeling of fear or agitation. Anxiety means worry and nervousness.","easy","","oetp","net:past_paper"
"english-ch1-q45","en-ch1-q45","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Eschew':","Participate","Join","Roger","Shun","d","Eschew means to deliberately avoid. Shun means to persistently avoid.","medium","","oetp","net:past_paper"
"english-ch1-q46","en-ch1-q46","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word most OPPOSITE in meaning to 'Incomparable' (sense: matchless):","Unique","Rival","Attire","Routine","d","Incomparable means without equal. Its opposite here is routine (ordinary, common).","medium","","oetp","net:past_paper"
"english-ch1-q47","en-ch1-q47","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word most OPPOSITE in meaning to 'Infinite':","Bound","Endless","Vast","Bottom","a","Infinite means limitless. Its opposite is bound (having a limit).","medium","","oetp","net:past_paper"
"english-ch1-q48","en-ch1-q48","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Cardinal' (sense: fundamental):","Derive","Original","Consequence","Core","d","Cardinal means of the greatest importance. Core means the most important part.","medium","","oetp","net:past_paper"
"english-ch1-q49","en-ch1-q49","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Cardinal' (sense: chief, primary):","Prehistoric","Prevailing","Novel","Contemporary","a","In the sense of 'earliest, primary origin', prehistoric fits the context of the key answer.","medium","","oetp","net:past_paper"
"english-ch1-q50","en-ch1-q50","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word most SIMILAR in meaning to 'Abhor':","Adore","Loveable","Idolize","Loathe","d","Abhor means to regard with disgust and hatred. Loathe means to feel intense dislike.","easy","","oetp","net:past_paper"
"english-ch1-q51","en-ch1-q51","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Meek':","Firm","Timid","Push","Reiterate","b","Meek means quiet, gentle, and easily imposed on. Timid means lacking confidence.","medium","","oetp","net:past_paper"
"english-ch1-q52","en-ch1-q52","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Passé':","Trendy","Chic","Obsolete","In","c","Passé means no longer fashionable. Obsolete means no longer in use.","easy","","oetp","net:past_paper"
"english-ch1-q53","en-ch1-q53","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the word closest in meaning to 'Mon Ami':","Momentary","My Friend","Fresh Air","Coming Day","b","'Mon Ami' is French for 'My Friend'.","easy","","oetp","net:past_paper"
"english-ch1-q54","en-ch1-q54","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Autopsy'?","Post-mortem","A medicine","Advisers","None of these","a","Autopsy is an examination of a body after death. Post-mortem means the same thing.","easy","","oetp","net:past_paper"
"english-ch1-q55","en-ch1-q55","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which is most OPPOSITE in meaning to 'Indolent'?","Industrious","Lazy","Upright","Jester","a","Indolent means lazy. Its opposite is industrious (hardworking).","easy","","oetp","net:past_paper"
"english-ch1-q56","en-ch1-q56","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which is most OPPOSITE in meaning to 'Opportunity'?","Antonym","Prospective","Closure","Root","c","Opportunity means a favourable time. Its opposite is closure (the ending of a possibility).","medium","","oetp","net:past_paper"
"english-ch1-q57","en-ch1-q57","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Perturbed'?","Relax","Calm","Anxious","Cozy","c","Perturbed means anxious or unsettled. Anxious is its synonym.","easy","","oetp","net:past_paper"
"english-ch1-q58","en-ch1-q58","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Antecedent'?","Past","Present","Future","Current","a","Antecedent means preceding or something that came before. Past is its synonym.","easy","","oetp","net:past_paper"
"english-ch1-q59","en-ch1-q59","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Bleak'?","Cheerful","Hostile","Congenial","Desolate","d","Bleak means cold, bare, and inhospitable — desolate is the closest.","medium","","oetp","net:past_paper"
"english-ch1-q60","en-ch1-q60","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Flamboyant'?","Calm","Unflashy","Dull","Ornate","d","Flamboyant means tending to attract attention because of exuberance or showiness. Ornate means elaborate.","easy","","oetp","net:past_paper"
"english-ch1-q61","en-ch1-q61","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which is most OPPOSITE in meaning to 'Validate'?","Ratify","Sanction","Endorse","Repudiate","d","Validate means to confirm or give approval to. Its opposite is repudiate (to refuse to accept).","medium","","oetp","net:past_paper"
"english-ch1-q62","en-ch1-q62","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Laborious'?","Lackadaisical","Painstaking","Inappropriate","Traditional","b","Laborious means requiring considerable effort. Painstaking means done with great care.","medium","","oetp","net:past_paper"
"english-ch1-q63","en-ch1-q63","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Audacious'?","Daredevil","Reserved","Blonde","Curly","a","Audacious means showing a willingness to take bold risks. Daredevil means recklessly daring.","medium","","oetp","net:past_paper"
"english-ch1-q64","en-ch1-q64","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Boisterous'?","Vociferous","Subdued","Generous","Accurate","a","Boisterous means noisy and energetically cheerful. Vociferous means making a loud outcry.","medium","","oetp","net:past_paper"
"english-ch1-q65","en-ch1-q65","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Vivacious'?","Dead","Wealthy","Spirited","Delighted","c","Vivacious means attractively lively and animated. Spirited means full of energy and enthusiasm.","medium","","oetp","net:past_paper"
"english-ch1-q66","en-ch1-q66","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Arduous'?","Motivating","Strenuous","Clinging","Steady","b","Arduous means involving great effort. Strenuous means requiring great effort.","medium","","oetp","net:past_paper"
"english-ch1-q67","en-ch1-q67","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","'Fortnight' means:","Eternity","2 weeks","Bizarre","One week","b","A fortnight is a period of two weeks.","easy","","oetp","net:past_paper"
"english-ch1-q68","en-ch1-q68","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","He is more worldly than his older cousins. 'Worldly' means?","Temporal","Inhumane","Priest","Thinking of after-life","a","Worldly means concerned with material rather than spiritual things. Temporal means relating to worldly rather than spiritual affairs.","easy","","oetp","net:past_paper"
"english-ch1-q69","en-ch1-q69","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Vacillate'?","Opt","Elect","Choose","Waver","d","Vacillate means to keep changing one's mind. Waver means to be uncertain.","medium","","oetp","net:past_paper"
"english-ch1-q70","en-ch1-q70","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Digress'?","Disrespect","Stride","Ramble","Stay","c","Digress means to leave the main subject temporarily. Ramble means to speak at length without direction.","easy","","oetp","net:past_paper"
"english-ch1-q71","en-ch1-q71","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Prodigious'?","Average","Typical","Ordinary","Phenomenal","d","Prodigious means remarkably great in extent or size. Phenomenal means extraordinary.","medium","","oetp","net:past_paper"
"english-ch1-q72","en-ch1-q72","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Assuage'?","Mollify","Dust","Sage","Gauge","a","Assuage means to make an unpleasant feeling less intense. Mollify means to appease or calm.","easy","","oetp","net:past_paper"
"english-ch1-q73","en-ch1-q73","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Burgeon'?","Dwindle","Shrink","Flourish","Fads","c","Burgeon means to grow or increase rapidly. Flourish means to grow vigorously.","medium","","oetp","net:past_paper"
"english-ch1-q74","en-ch1-q74","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Sober'?","Merry","Giddy","Idle","Solemn","d","Sober means serious and calm. Solemn means formal and dignified.","easy","","oetp","net:past_paper"
"english-ch1-q75","en-ch1-q75","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Intemperate'?","Excessive","Modest","Temper","Mealy","a","Intemperate means having or showing a lack of self-control. Excessive means more than necessary.","medium","","oetp","net:past_paper"
"english-ch1-q76","en-ch1-q76","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Cajole'?","Vilify","Persuade","Jinx","Utter","b","Cajole means to persuade someone by sustained coaxing. Persuade is its synonym.","medium","","oetp","net:past_paper"
"english-ch1-q77","en-ch1-q77","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Which one is closest in meaning to 'Actuate'?","Activate","Retard","Pause","Impede","a","Actuate means to cause a machine or device to operate. Activate means to make active.","medium","","oetp","net:past_paper"
"english-ch1-q78","en-ch1-q78","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the antonym of 'Fervent':","Ardent","Fanatic","Zeal","Apathetic","d","Fervent means having strong feelings. Its antonym is apathetic (showing little interest or concern).","medium","","oetp","net:past_paper"
"english-ch1-q79","en-ch1-q79","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Categorical' is:","Assertive","Indirect","Conditional","Unambiguous","d","Categorical means unconditionally clear and direct. Unambiguous means not open to more than one interpretation.","hard","","oetp","net:past_paper"
"english-ch1-q80","en-ch1-q80","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The meaning of 'Manacle' is:","Wave","Statue","Shackle","Building","c","A manacle is a metal band used as a handcuff. Shackle means a metal loop fastening a prisoner.","medium","","oetp","net:past_paper"
"english-ch1-q81","en-ch1-q81","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","What is most similar in meaning to 'Belligerent'?","Engaged in war","State of serenity","Very timid","Strong","a","Belligerent means hostile and aggressive, or engaged in a war. Option a is the closest.","medium","","oetp","net:past_paper"
"english-ch1-q82","en-ch1-q82","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The meaning of 'Arid' is:","Dry","Slug","Parched","Wet","c","Arid means having little or no rain. Parched means dried out with heat — the more precise match.","medium","Key gives 'Parched' as answer (option c), though both 'Dry' and 'Parched' could apply. Key is followed.","oetp","net:past_paper"
"english-ch1-q83","en-ch1-q83","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the antonym of 'Vivid':","Glowing","Flamboyant","Gaudy","Fade","d","Vivid means producing powerful feelings or clear images. Its antonym is fade (to become less vivid).","easy","","oetp","net:past_paper"
"english-ch1-q84","en-ch1-q84","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","'Wurst' is related to:","Drinking","Initiation","Sausage","Closure","c","Wurst is a German word for sausage. Common examples: bratwurst, liverwurst.","easy","","oetp","net:past_paper"
"english-ch1-q85","en-ch1-q85","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Synonym of 'Expedient' is:","Inapt","Indebt","Tactless","Opportune","d","Expedient means appropriate, convenient. Opportune means well-timed and appropriate.","easy","","oetp","net:past_paper"
"english-ch1-q86","en-ch1-q86","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Cosmopolitan is a ___ person:","Popular","Lousy","Lazy","Experienced","d","Cosmopolitan means familiar with and at ease in many different countries — an experienced worldly person.","medium","","oetp","net:past_paper"
"english-ch1-q87","en-ch1-q87","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Listless' is:","Languid","Awake","Animated","Enormous","a","Listless means lacking energy or enthusiasm. Languid means displaying no vigour or vitality.","medium","","oetp","net:past_paper"
"english-ch1-q88","en-ch1-q88","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Wane' is:","Amplify","Loss","Lessen","Win","c","Wane means to decrease in vigour, power, or extent. Lessen means to make smaller.","medium","","oetp","net:past_paper"
"english-ch1-q89","en-ch1-q89","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Flout' is:","Flatter","Appreciate","Mock","Approve","c","Flout means to openly disregard a rule or convention — to mock or show contempt for.","medium","","oetp","net:past_paper"
"english-ch1-q90","en-ch1-q90","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Ruminate' is:","Ponder","Speak","Fight till death","Enhance","a","Ruminate means to think deeply about something. Ponder means to think over carefully.","medium","","oetp","net:past_paper"
"english-ch1-q91","en-ch1-q91","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Bellicose' is:","Pugnacious","Quiescent","Stoical","Aggressive","d","Bellicose means demonstrating aggression and willingness to fight. Aggressive is its synonym.","medium","","oetp","net:past_paper"
"english-ch1-q92","en-ch1-q92","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Loom' is:","Hover","Deep","Cry","Light","a","Loom means to appear as a large, threatening shape. Hover means to remain suspended in air.","medium","","oetp","net:past_paper"
"english-ch1-q93","en-ch1-q93","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Aberration' is:","Blessing","Delusion","Clarity","Imposition","b","Aberration means a departure from what is normal. Delusion means a mistaken belief.","hard","","oetp","net:past_paper"
"english-ch1-q94","en-ch1-q94","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Laggard' is:","Lounger","Upfront","Hostile","Shephard","a","A laggard is a person who makes slow progress. A lounger is someone who is idle and lazy.","medium","","oetp","net:past_paper"
"english-ch1-q95","en-ch1-q95","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Antonym of 'Outrageous' is:","Barbarous","Sensible","Steep","Crazy","b","Outrageous means shockingly bad. Its antonym is sensible (reasonable, practical).","medium","","oetp","net:past_paper"
"english-ch1-q96","en-ch1-q96","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Avarice' is:","Philanthropy","Cage","Bank","Greed","d","Avarice means extreme greed for money. Greed is its direct synonym.","easy","","oetp","net:past_paper"
"english-ch1-q97","en-ch1-q97","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Oligarchy' is:","Democracy","Communism","Capitalism","Autocracy","d","Oligarchy is a form of government where power rests with a small elite. Autocracy (rule by one/few) is closest.","hard","","oetp","net:past_paper"
"english-ch1-q98","en-ch1-q98","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the antonym of 'Maim':","Castrate","Hog-tie","Maul","Adorn","d","Maim means to wound or injure so as to cause permanent damage. Its antonym is adorn (to beautify).","easy","","oetp","net:past_paper"
"english-ch1-q99","en-ch1-q99","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the antonym of 'Conversant':","Versant","Witting","Ignorant","Cognizant","c","Conversant means familiar with or knowledgeable about. Its antonym is ignorant (lacking knowledge).","easy","","oetp","net:past_paper"
"english-ch1-q100","en-ch1-q100","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Infirm' is:","Feeble","Assure","Robust","Final","a","Infirm means not physically or mentally strong. Feeble means lacking physical strength.","easy","","oetp","net:past_paper"
"english-ch1-q101","en-ch1-q101","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Bonanza' is:","Catapult","Long Lasting","Greenish land","Windfall","d","Bonanza means a situation that creates a sudden increase in wealth. Windfall means a sudden stroke of luck.","medium","","oetp","net:past_paper"
"english-ch1-q102","en-ch1-q102","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Footling' is:","Enormous","Persuasive","Trivial","Visible","c","Footling means trivial and irritating. Trivial means of little value.","medium","","oetp","net:past_paper"
"english-ch1-q103","en-ch1-q103","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Timid' is:","Shy","Crazy","Proud","Resourceful","a","Timid means showing a lack of courage. Shy means nervous in the company of others.","easy","","oetp","net:past_paper"
"english-ch1-q104","en-ch1-q104","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Acrimonious' is:","Crabby","Pleasant","Kindle","Flatter","a","Acrimonious means bitter in manner or speech. Crabby means irritable and difficult.","medium","","oetp","net:past_paper"
"english-ch1-q105","en-ch1-q105","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","Choose the antonym of 'Angel':","Cherub","Seraph","Sprite","Demon","d","An angel is a benevolent heavenly being. Its antonym is demon (an evil supernatural being).","easy","","oetp","net:past_paper"
"english-ch1-q106","en-ch1-q106","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Expletive' is:","Oath","Excessive","Broad","Detailed","a","An expletive is a swear word or exclamation. Oath means a solemn promise or profanity.","medium","","oetp","net:past_paper"
"english-ch1-q107","en-ch1-q107","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Adorable' is:","Coherent","Despicable","Ambrosial","Detestable","c","Adorable means inspiring delight. Ambrosial means delightfully pleasing to smell or taste — both suggest delight.","medium","","oetp","net:past_paper"
"english-ch1-q108","en-ch1-q108","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Venerable' is:","Esteemed","Senior","Huge","Dangerous","a","Venerable means accorded great respect due to age or wisdom. Esteemed means held in high regard.","hard","","oetp","net:past_paper"
"english-ch1-q109","en-ch1-q109","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Fiend' is:","Ogre","Angel","Captive","Pal","a","A fiend is a very wicked or cruel person. An ogre is a cruel or frightening person.","easy","","oetp","net:past_paper"
"english-ch1-q110","en-ch1-q110","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Putrefy' is:","Clean","Varnish","Decay","Improve","c","Putrefy means to rot and produce a foul smell. Decay means to decompose.","easy","","oetp","net:past_paper"
"english-ch1-q111","en-ch1-q111","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Obscene' is:","Immoral","Formal","Upright","Carnival","a","Obscene means offensive to moral standards. Immoral means not conforming to accepted moral standards.","medium","","oetp","net:past_paper"
"english-ch1-q112","en-ch1-q112","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Foreboding' is:","Providence","Premonition","Lucky","Challenging","b","Foreboding means a feeling that something bad will happen. Premonition is an advance warning of an event.","medium","","oetp","net:past_paper"
"english-ch1-q113","en-ch1-q113","English","english","1","synonyms-and-antonyms","Synonyms and Antonyms","topic","The most nearest meaning to 'Murky' is:","Intangible","Corporal","Transparent","Obscure","d","Murky means dark and gloomy or hard to see through. Obscure means not discovered or known about.","medium","","oetp","net:past_paper"
